"Observation station","Year","Month","Day","Time [Local time]","Air temperature mean [°C]"
"Kuopio Savilahti","2024","1","6","07:50","-27.9"
"Kuopio Savilahti","2024","1","6","08:00","-28.3"
"Kuopio Savilahti","2024","1","6","08:10","-28.1"
"Kuopio Savilahti","2024","1","6","08:20","-27.9"
"Kuopio Savilahti","2024","1","6","08:30","-27.8"
"Kuopio Savilahti","2024","1","6","08:40","-28.5"
"Kuopio Savilahti","2024","1","6","08:50","-28.8"
"Kuopio Savilahti","2024","1","6","09:00","-28.7"
"Kuopio Savilahti","2024","1","6","09:10","-28.3"
"Kuopio Savilahti","2024","1","6","09:20","-28.6"
"Kuopio Savilahti","2024","1","6","09:30","-29"
"Kuopio Savilahti","2024","1","6","09:40","-29"
"Kuopio Savilahti","2024","1","6","09:50","-29"
"Kuopio Savilahti","2024","1","6","10:00","-28.5"
"Kuopio Savilahti","2024","1","6","10:10","-28.3"
"Kuopio Savilahti","2024","1","6","10:20","-28.3"
"Kuopio Savilahti","2024","1","6","10:30","-28.4"
"Kuopio Savilahti","2024","1","6","10:40","-28.4"
"Kuopio Savilahti","2024","1","6","10:50","-28.5"
"Kuopio Savilahti","2024","1","6","11:00","-28.3"
"Kuopio Savilahti","2024","1","6","11:10","-28.3"
"Kuopio Savilahti","2024","1","6","11:20","-27.9"
"Kuopio Savilahti","2024","1","6","11:30","-27.6"
"Kuopio Savilahti","2024","1","6","11:40","-28"
"Kuopio Savilahti","2024","1","6","11:50","-28.1"
"Kuopio Savilahti","2024","1","6","12:00","-27.8"
"Kuopio Savilahti","2024","1","6","12:10","-28.2"
"Kuopio Savilahti","2024","1","6","12:20","-28.2"
"Kuopio Savilahti","2024","1","6","12:30","-27.6"
"Kuopio Savilahti","2024","1","6","12:40","-27.5"
"Kuopio Savilahti","2024","1","6","12:50","-27.7"
"Kuopio Savilahti","2024","1","6","13:00","-28.1"
"Kuopio Savilahti","2024","1","6","13:10","-27.9"
"Kuopio Savilahti","2024","1","6","13:20","-27.7"
"Kuopio Savilahti","2024","1","6","13:30","-27.5"
"Kuopio Savilahti","2024","1","6","13:40","-27.3"
"Kuopio Savilahti","2024","1","6","13:50","-27.2"
"Kuopio Savilahti","2024","1","6","14:00","-27.1"
"Kuopio Savilahti","2024","1","6","14:10","-26.9"
"Kuopio Savilahti","2024","1","6","14:20","-26.8"
"Kuopio Savilahti","2024","1","6","14:30","-26.7"
"Kuopio Savilahti","2024","1","6","14:40","-26.6"
"Kuopio Savilahti","2024","1","6","14:50","-26.4"
"Kuopio Savilahti","2024","1","6","15:00","-26.3"
"Kuopio Savilahti","2024","1","6","15:10","-26.3"
"Kuopio Savilahti","2024","1","6","15:20","-26.5"
"Kuopio Savilahti","2024","1","6","15:30","-26.8"
"Kuopio Savilahti","2024","1","6","15:40","-26.8"
"Kuopio Savilahti","2024","1","6","15:50","-26.5"
"Kuopio Savilahti","2024","1","6","16:00","-26.2"
"Kuopio Savilahti","2024","1","6","16:10","-26"
"Kuopio Savilahti","2024","1","6","16:20","-25.9"
"Kuopio Savilahti","2024","1","6","16:30","-26.1"
"Kuopio Savilahti","2024","1","6","16:40","-26.1"
"Kuopio Savilahti","2024","1","6","16:50","-26.1"
"Kuopio Savilahti","2024","1","6","17:00","-26"
"Kuopio Savilahti","2024","1","6","17:10","-25.9"
"Kuopio Savilahti","2024","1","6","17:20","-26.1"
"Kuopio Savilahti","2024","1","6","17:30","-26.4"
"Kuopio Savilahti","2024","1","6","17:40","-26.6"
"Kuopio Savilahti","2024","1","6","17:50","-27"
"Kuopio Savilahti","2024","1","6","18:00","-27.2"
"Kuopio Savilahti","2024","1","6","18:10","-27.3"
"Kuopio Savilahti","2024","1","6","18:20","-27.3"
"Kuopio Savilahti","2024","1","6","18:30","-27.2"
"Kuopio Savilahti","2024","1","6","18:40","-27.5"
"Kuopio Savilahti","2024","1","6","18:50","-27.8"
"Kuopio Savilahti","2024","1","6","19:00","-28"
"Kuopio Savilahti","2024","1","6","19:10","-28.2"
"Kuopio Savilahti","2024","1","6","19:20","-28"
"Kuopio Savilahti","2024","1","6","19:30","-27.6"
"Kuopio Savilahti","2024","1","6","19:40","-28.1"
"Kuopio Savilahti","2024","1","6","19:50","-28.4"
"Kuopio Savilahti","2024","1","6","20:00","-28.6"
"Kuopio Savilahti","2024","1","6","20:10","-28.8"
"Kuopio Savilahti","2024","1","6","20:20","-28.6"
"Kuopio Savilahti","2024","1","6","20:30","-28.4"
"Kuopio Savilahti","2024","1","6","20:40","-28.7"
"Kuopio Savilahti","2024","1","6","20:50","-28.8"
"Kuopio Savilahti","2024","1","6","21:00","-29"
"Kuopio Savilahti","2024","1","6","21:10","-29.2"
"Kuopio Savilahti","2024","1","6","21:20","-29.3"
"Kuopio Savilahti","2024","1","6","21:30","-29.4"
"Kuopio Savilahti","2024","1","6","21:40","-29.3"
"Kuopio Savilahti","2024","1","6","21:50","-29.3"
"Kuopio Savilahti","2024","1","6","22:00","-29.6"
"Kuopio Savilahti","2024","1","6","22:10","-29.5"
"Kuopio Savilahti","2024","1","6","22:20","-29.7"
"Kuopio Savilahti","2024","1","6","22:30","-29.8"
"Kuopio Savilahti","2024","1","6","22:40","-29.8"
"Kuopio Savilahti","2024","1","6","22:50","-29.9"
"Kuopio Savilahti","2024","1","6","23:00","-29.9"
"Kuopio Savilahti","2024","1","6","23:10","-29.9"
"Kuopio Savilahti","2024","1","6","23:20","-29.9"
"Kuopio Savilahti","2024","1","6","23:30","-30"
"Kuopio Savilahti","2024","1","6","23:40","-29.5"
"Kuopio Savilahti","2024","1","6","23:50","-29.5"
